area,description,house,layout,position,price,sale,style,tags,village,zone
59㎡,https://sz.zu.ke.com//zufang/SZ2488361513082437632.html,福岗园,2室1厅1卫,西,6300 元/月,null,整租,"官方核验,近地铁",福田中心,福田区
68㎡,https://sz.zu.ke.com//zufang/SZ2486238671053783040.html,莲花北村,2室2厅1卫,南,5800 元/月,null,整租,"官方核验,近地铁,随时看房",莲花,福田区
50㎡,https://sz.zu.ke.com//zufang/SZ2487667768984338432.html,红岭大厦,1室1厅1卫,北,5200 元/月,null,整租,"官方核验,近地铁,精装",上步,福田区
74㎡,https://sz.zu.ke.com//zufang/SZ2492813285314281472.html,园岭新村,2室2厅1卫,南,6500 元/月,null,整租,"官方核验,近地铁,随时看房",园岭,福田区
10㎡,https://sz.zu.ke.com//zufang/SZ2549876968191696896.html,新景苑,5室0厅1卫,西南,1601 元/月,null,合租,"公寓,近地铁,随时看房",景田,福田区
83㎡,https://sz.zu.ke.com//zufang/SZ2496171586621808640.html,香蜜新村,2室2厅1卫,南,6300 元/月,null,整租,"官方核验,近地铁,随时看房",景田,福田区
12㎡,https://sz.zu.ke.com//zufang/SZ2227803553244643328.html,福民新村,3室1厅1卫,南,2190 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",皇岗,福田区
43㎡,https://sz.zu.ke.com//zufang/SZ2497950274052956160.html,宏轩大厦,1室1厅1卫,北,5500 元/月,null,整租,"官方核验,近地铁",石厦,福田区
8㎡,https://sz.zu.ke.com//zufang/SZ2526648016870850560.html,汇港名苑,4室1厅1卫,西,2130 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",赤尾,福田区
49㎡,https://sz.zu.ke.com//zufang/SZ2499324182785949696.html,先科花园,1室1厅1卫,南,4700 元/月,null,整租,"官方核验,近地铁,精装,随时看房",梅林,福田区
9㎡,https://sz.zu.ke.com//zufang/SZ2546232676839866368.html,福民新村,4室1厅1卫,南,1690 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",皇岗,福田区
9㎡,https://sz.zu.ke.com//zufang/SZ2214888084779040768.html,玮鹏花园,4室1厅2卫,北,2290 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",华强北,福田区
10㎡,https://sz.zu.ke.com//zufang/SZ2165865033203195904.html,福民新村,4室1厅1卫,南,2260 元/月,null,合租,"公寓,近地铁,精装,独立阳台,押一付一,随时看房",皇岗,福田区
38㎡,https://sz.zu.ke.com//zufang/SZ2521826293872869376.html,星座大厦,1室1厅1卫,东南南,6500 元/月,null,整租,"官方核验,近地铁",石厦,福田区
7㎡,https://sz.zu.ke.com//zufang/SZ2165864965482233856.html,福民新村,4室1厅1卫,南,1730 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",皇岗,福田区
76㎡,https://sz.zu.ke.com//zufang/SZ2522258156869402624.html,嘉意台,2室1厅1卫,西北,6450 元/月,null,整租,"官方核验,近地铁,随时看房",皇岗,福田区
6㎡,https://sz.zu.ke.com//zufang/SZ2316667864196849664.html,梅林一村十三区,4室1厅1卫,西,1760 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",梅林,福田区
51㎡,https://sz.zu.ke.com//zufang/SZ2523049398233989120.html,创展中心,1室1厅0卫,东北,6000 元/月,null,整租,"官方核验,近地铁,随时看房",车公庙,福田区
7㎡,https://sz.zu.ke.com//zufang/SZ2526719905630797824.html,皇庭世纪,4室1厅2卫,东,2260 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",石厦,福田区
43㎡,https://sz.zu.ke.com//zufang/SZ2497950274052956160.html,宏轩大厦,1室1厅1卫,北,5500 元/月,null,整租,"官方核验,近地铁",石厦,福田区
49㎡,https://sz.zu.ke.com//zufang/SZ2499324182785949696.html,先科花园,1室1厅1卫,南,4700 元/月,null,整租,"官方核验,近地铁,精装,随时看房",梅林,福田区
53㎡,https://sz.zu.ke.com//zufang/SZ2518018867633061888.html,祥韵苑,2室1厅1卫,南,6200 元/月,null,整租,"官方核验,近地铁,精装",石厦,福田区
87㎡,https://sz.zu.ke.com//zufang/SZ2467145663524110336.html,景发花园,3室2厅1卫,南,6500 元/月,null,整租,"官方核验,近地铁",景田,福田区
51㎡,https://sz.zu.ke.com//zufang/SZ2467327609101352960.html,彩福大厦,1室1厅1卫,北,5000 元/月,null,整租,"官方核验,近地铁,随时看房",福田中心,福田区
7㎡,https://sz.zu.ke.com//zufang/SZ2118610010593566720.html,红岭大厦,4室1厅1卫,南,1890 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",上步,福田区
40㎡,https://sz.zu.ke.com//zufang/SZ2515019280694132736.html,嘉鑫阳光雅居,1室1厅1卫,西北,5500 元/月,null,整租,"官方核验,近地铁,精装",梅林,福田区
9㎡,https://sz.zu.ke.com//zufang/SZ2118652775733657600.html,建业小区南区,4室1厅1卫,南,1890 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",竹子林,福田区
38㎡,https://sz.zu.ke.com//zufang/SZ2495561298218057728.html,时尚名居,1室1厅1卫,北,4800 元/月,null,整租,"官方核验,近地铁,随时看房",石厦,福田区
83㎡,https://sz.zu.ke.com//zufang/SZ2496171586621808640.html,香蜜新村,2室2厅1卫,南,6300 元/月,null,整租,"官方核验,近地铁,随时看房",景田,福田区
41㎡,https://sz.zu.ke.com//zufang/SZ2531016001253294080.html,缔梦园,1室1厅1卫,南,5100 元/月,null,整租,"官方核验,近地铁,随时看房",景田,福田区
41㎡,https://sz.zu.ke.com//zufang/SZ2540680191076728832.html,缔梦园,1室1厅1卫,北,4800 元/月,null,整租,"官方核验,近地铁,随时看房",景田,福田区
53㎡,https://sz.zu.ke.com//zufang/SZ2482493833678692352.html,群星广场,1室1厅1卫,东,5200 元/月,null,整租,"官方核验,近地铁,随时看房",华强北,福田区
45㎡,https://sz.zu.ke.com//zufang/SZ2403657496523972608.html,城市主场,1室1厅1卫,西北,4700 元/月,null,整租,"官方核验,近地铁,随时看房",八卦岭,福田区
32㎡,https://sz.zu.ke.com//zufang/SZ2416711380243070976.html,宝树台,1室1厅1卫,东,4800 元/月,null,整租,"官方核验,近地铁,精装,随时看房",华强北,福田区
10㎡,https://sz.zu.ke.com//zufang/SZ2151416312977694720.html,园岭新村,3室1厅1卫,北,1990 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",园岭,福田区
54㎡,https://sz.zu.ke.com//zufang/SZ2481138392423727104.html,城市3米6公寓,1室1厅1卫,东,4800 元/月,null,整租,"官方核验,精装",福田保税区,福田区
8㎡,https://sz.zu.ke.com//zufang/SZ2085298122317103104.html,缇香名苑,4室1厅2卫,南,2260 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",景田,福田区
62㎡,https://sz.zu.ke.com//zufang/SZ2486118571210981376.html,皇都广场,2室1厅1卫,东,6000 元/月,null,整租,"官方核验,近地铁",石厦,福田区
6㎡,https://sz.zu.ke.com//zufang/SZ2120261588610195456.html,汇龙花园,5室1厅2卫,北,1560 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",梅林,福田区
68㎡,https://sz.zu.ke.com//zufang/SZ2486238671053783040.html,莲花北村,2室2厅1卫,南,5800 元/月,null,整租,"官方核验,近地铁,随时看房",莲花,福田区
7㎡,https://sz.zu.ke.com//zufang/SZ2231160279625383936.html,华强花园,5室1厅2卫,西,2060 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",华强南,福田区
10㎡,https://sz.zu.ke.com//zufang/SZ2123118593255415808.html,银海苑,4室1厅1卫,北,2290 元/月,null,合租,"公寓,近地铁,精装,独立阳台,押一付一,随时看房",梅林,福田区
9㎡,https://sz.zu.ke.com//zufang/SZ2114934691919839232.html,新浩城花园,5室1厅2卫,东,2130 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",竹子林,福田区
43㎡,https://sz.zu.ke.com//zufang/SZ2407797595721711616.html,七街公馆,1室1厅1卫,东,4900 元/月,null,整租,"官方核验,近地铁,精装,随时看房",香梅北,福田区
10㎡,https://sz.zu.ke.com//zufang/SZ2123118593255415808.html,银海苑,4室1厅1卫,北,2290 元/月,null,合租,"公寓,近地铁,精装,独立阳台,押一付一,随时看房",梅林,福田区
43㎡,https://sz.zu.ke.com//zufang/SZ2409875894651846656.html,宏轩大厦,1室1厅1卫,西北,5200 元/月,null,整租,"官方核验,近地铁,精装,随时看房",石厦,福田区
8㎡,https://sz.zu.ke.com//zufang/SZ2544394403641311232.html,天健阳光华苑,5室1厅2卫,西南,2160 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",石厦,福田区
58㎡,https://sz.zu.ke.com//zufang/SZ2429506615729192960.html,景田北村,2室1厅1卫,南北,5800 元/月,null,整租,"官方核验,近地铁,随时看房",景田,福田区
6㎡,https://sz.zu.ke.com//zufang/SZ2097087639537582080.html,皇庭世纪,4室1厅1卫,北,1960 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",石厦,福田区
51㎡,https://sz.zu.ke.com//zufang/SZ2298585753338789888.html,鹏盛村,1室1厅1卫,南,5300 元/月,null,整租,"官方核验,近地铁,随时看房",八卦岭,福田区
48㎡,https://sz.zu.ke.com//zufang/SZ2366602667628691456.html,祥云天都世纪大厦,1室1厅1卫,西北,5500 元/月,null,整租,"官方核验,近地铁,随时看房",新洲,福田区
45㎡,https://sz.zu.ke.com//zufang/SZ2313579956196098048.html,七街公馆,1室1厅1卫,西,5000 元/月,null,整租,"官方核验,近地铁",香梅北,福田区
56㎡,https://sz.zu.ke.com//zufang/SZ2463676162543452160.html,紫薇阁,2室1厅1卫,南,5500 元/月,null,整租,"官方核验,近地铁,随时看房",景田,福田区
48㎡,https://sz.zu.ke.com//zufang/SZ2534792582337134592.html,高发城驰苑,2室1厅1卫,东南,5750 元/月,null,整租,"官方核验,近地铁,精装,随时看房",皇岗,福田区
7㎡,https://sz.zu.ke.com//zufang/SZ2393088732841648128.html,南天一花园,4室1厅1卫,北,1790 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",百花,福田区
49㎡,https://sz.zu.ke.com//zufang/SZ2540491155767312384.html,彩福大厦,1室1厅1卫,东,5000 元/月,null,整租,"官方核验,近地铁",福田中心,福田区
7㎡,https://sz.zu.ke.com//zufang/SZ2176573003411243008.html,园岭新村,4室1厅1卫,北,1760 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",园岭,福田区
44㎡,https://sz.zu.ke.com//zufang/SZ2542048872818016256.html,宏轩大厦,1室1厅1卫,北,6000 元/月,null,整租,"官方核验,近地铁,随时看房",石厦,福田区
42㎡,https://sz.zu.ke.com//zufang/SZ2544688113410637824.html,绿洲丰和,1室1厅1卫,北,5500 元/月,null,整租,"官方核验,近地铁,精装",石厦,福田区
43㎡,https://sz.zu.ke.com//zufang/SZ2544172406789390336.html,润恒大厦,1室1厅1卫,南,5800 元/月,null,整租,"官方核验,近地铁,精装",福田中心,福田区
48㎡,https://sz.zu.ke.com//zufang/SZ2545713812745486336.html,高发城驰苑,2室1厅1卫,西北,5800 元/月,null,整租,"官方核验,近地铁,随时看房",皇岗,福田区
41㎡,https://sz.zu.ke.com//zufang/SZ2548557642167754752.html,韵动家园,1室1厅1卫,东,5400 元/月,null,整租,"官方核验,近地铁,精装",新洲,福田区
23㎡,https://sz.zu.ke.com//zufang/SZ2539742914825682944.html,嘉葆润金座,2室1厅1卫,北,6000 元/月,null,整租,"官方核验,近地铁,随时看房",新洲,福田区
43㎡,https://sz.zu.ke.com//zufang/SZ2542516243894632448.html,七街公馆,1室1厅1卫,南,5800 元/月,null,整租,"官方核验,近地铁,精装",香梅北,福田区
8㎡,https://sz.zu.ke.com//zufang/SZ2128101504916398080.html,梅林一村三区,4室1厅1卫,东,1730 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",梅林,福田区
50㎡,https://sz.zu.ke.com//zufang/SZ2544049149742161920.html,景源华庭,1室1厅1卫,北,5700 元/月,null,整租,"官方核验,近地铁,精装,随时看房",皇岗,福田区
7㎡,https://sz.zu.ke.com//zufang/SZ2383031409570234368.html,华富北屋村,4室1厅1卫,南,1690 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",黄木岗,福田区
40㎡,https://sz.zu.ke.com//zufang/SZ2538403449524469760.html,金怡华庭,1室1厅1卫,西南,5500 元/月,null,整租,"官方核验,近地铁,精装,随时看房",石厦,福田区
6㎡,https://sz.zu.ke.com//zufang/SZ2316667864196849664.html,梅林一村十三区,4室1厅1卫,西,1760 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",梅林,福田区
44㎡,https://sz.zu.ke.com//zufang/SZ2505627242043293696.html,彩天名苑,1室1厅1卫,东,5000 元/月,null,整租,"官方核验,近地铁,精装,随时看房",福田中心,福田区
7㎡,https://sz.zu.ke.com//zufang/SZ2526719905630797824.html,皇庭世纪,4室1厅2卫,东,2260 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",石厦,福田区
9㎡,https://sz.zu.ke.com//zufang/SZ2118652775733657600.html,建业小区南区,4室1厅1卫,南,1890 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",竹子林,福田区
8㎡,https://sz.zu.ke.com//zufang/SZ2085298122317103104.html,缇香名苑,4室1厅2卫,南,2260 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",景田,福田区
84㎡,https://sz.zu.ke.com//zufang/SZ2509327724904972288.html,莲花北村,2室1厅1卫,西北,6300 元/月,null,整租,"官方核验,近地铁",莲花,福田区
11㎡,https://sz.zu.ke.com//zufang/SZ2212029315188015104.html,梅林一村三区,4室1厅1卫,南,1930 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",梅林,福田区
50㎡,https://sz.zu.ke.com//zufang/SZ2510801074848538624.html,益田名园,1室1厅1卫,南,5300 元/月,null,整租,"官方核验,近地铁",石厦,福田区
11㎡,https://sz.zu.ke.com//zufang/SZ2547033737976086528.html,福贸花园,4室1厅1卫,南,1990 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",梅林,福田区
55㎡,https://sz.zu.ke.com//zufang/SZ2473850182484099072.html,高发城驰苑,2室1厅1卫,东南,6500 元/月,null,整租,"官方核验,近地铁,随时看房",皇岗,福田区
7㎡,https://sz.zu.ke.com//zufang/SZ2134508346386939904.html,益田村,4室1厅1卫,北,1690 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",石厦,福田区
49㎡,https://sz.zu.ke.com//zufang/SZ2547046478442921984.html,彩福大厦,1室1厅1卫,东,5500 元/月,null,整租,"官方核验,近地铁,精装,随时看房",福田中心,福田区
44㎡,https://sz.zu.ke.com//zufang/SZ2534865916379283456.html,合正佳园,1室1厅1卫,西,5600 元/月,null,整租,"官方核验,近地铁,精装,随时看房",石厦,福田区
32㎡,https://sz.zu.ke.com//zufang/SZ2480423542320545792.html,星座大厦,1室1厅1卫,东,5000 元/月,null,整租,"官方核验,近地铁",石厦,福田区
65㎡,https://sz.zu.ke.com//zufang/SZ2504355171153485824.html,阳基阳光城市,2室1厅1卫,北,6600 元/月,null,整租,"官方核验,近地铁,精装",皇岗,福田区
43㎡,https://sz.zu.ke.com//zufang/SZ2476042924006588416.html,绿洲丰和,1室1厅1卫,东南,5800 元/月,null,整租,"官方核验,近地铁,精装,随时看房",石厦,福田区
10㎡,https://sz.zu.ke.com//zufang/SZ2246151278528823296.html,益田村,4室1厅1卫,北,2230 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",石厦,福田区
43㎡,https://sz.zu.ke.com//zufang/SZ2524453357327237120.html,凯丰花园二期,1室1厅1卫,东北,5600 元/月,null,整租,"官方核验,近地铁,精装",梅林,福田区
11㎡,https://sz.zu.ke.com//zufang/SZ2231160343244046336.html,赛格苑,3室1厅1卫,南,2260 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",华强南,福田区
74㎡,https://sz.zu.ke.com//zufang/SZ2537817325948903424.html,华景花园(梅林),3室1厅1卫,北,6500 元/月,null,整租,"官方核验,近地铁,精装",梅林,福田区
42㎡,https://sz.zu.ke.com//zufang/SZ2504830710251266048.html,皇御苑一期,1室1厅1卫,南,4620 元/月,null,整租,"官方核验,近地铁,精装",皇岗,福田区
43㎡,https://sz.zu.ke.com//zufang/SZ2530192800054779904.html,星座大厦,1室1厅1卫,西北,5700 元/月,null,整租,"官方核验,近地铁,精装",石厦,福田区
41㎡,https://sz.zu.ke.com//zufang/SZ2494109937308016640.html,缔梦园,1室1厅1卫,北,4800 元/月,null,整租,"官方核验,近地铁,随时看房",景田,福田区
49㎡,https://sz.zu.ke.com//zufang/SZ2546332241487994880.html,高发城驰苑,2室1厅1卫,西北,6500 元/月,null,整租,"官方核验,近地铁,精装",皇岗,福田区
40㎡,https://sz.zu.ke.com//zufang/SZ2527536861493338112.html,TT国际公寓,1室1厅1卫,南,5800 元/月,null,整租,"官方核验,近地铁,精装",景田,福田区
44㎡,https://sz.zu.ke.com//zufang/SZ2509962961524113408.html,丽阳天下,1室1厅1卫,南,5500 元/月,null,整租,"官方核验,近地铁,精装,随时看房",石厦,福田区
10㎡,https://sz.zu.ke.com//zufang/SZ2316405290506911744.html,竹园小区,4室1厅1卫,南,2060 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",竹子林,福田区
55㎡,https://sz.zu.ke.com//zufang/SZ2498477110394626048.html,红岭大厦,2室1厅1卫,西,5000 元/月,null,整租,"官方核验,近地铁,随时看房",上步,福田区
7㎡,https://sz.zu.ke.com//zufang/SZ2393088732841648128.html,南天一花园,4室1厅1卫,北,1790 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",百花,福田区
47㎡,https://sz.zu.ke.com//zufang/SZ2535302709586960384.html,恒福花园,2室1厅1卫,西南,5400 元/月,null,整租,"官方核验,精装,随时看房",皇岗,福田区
8㎡,https://sz.zu.ke.com//zufang/SZ2128101504916398080.html,梅林一村三区,4室1厅1卫,东,1730 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",梅林,福田区
41㎡,https://sz.zu.ke.com//zufang/SZ2540384156840902656.html,五洲星苑,1室0厅1卫,南,6500 元/月,null,整租,"官方核验,近地铁,精装",景田,福田区
8㎡,https://sz.zu.ke.com//zufang/SZ2544394403641311232.html,天健阳光华苑,5室1厅2卫,西南,2160 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",石厦,福田区
6㎡,https://sz.zu.ke.com//zufang/SZ2097087639537582080.html,皇庭世纪,4室1厅1卫,北,1960 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",石厦,福田区
7㎡,https://sz.zu.ke.com//zufang/SZ2176573003411243008.html,园岭新村,4室1厅1卫,北,1760 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",园岭,福田区
41㎡,https://sz.zu.ke.com//zufang/SZ2540384156840902656.html,五洲星苑,1室0厅1卫,南,6500 元/月,null,整租,"官方核验,近地铁,精装",景田,福田区
9㎡,https://sz.zu.ke.com//zufang/SZ2114934691919839232.html,新浩城花园,5室1厅2卫,东,2130 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",竹子林,福田区
53㎡,https://sz.zu.ke.com//zufang/SZ2513109973089648640.html,城市3米6公寓,1室0厅1卫,东南,5000 元/月,null,整租,"官方核验,精装,随时看房",福田保税区,福田区
8㎡,https://sz.zu.ke.com//zufang/SZ2346744312840601600.html,新光活力小区,3室1厅1卫,南,2160 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",车公庙,福田区
66㎡,https://sz.zu.ke.com//zufang/SZ2460874368260521984.html,福泉花园,2室2厅1卫,西北,6500 元/月,null,整租,"官方核验,近地铁",皇岗,福田区
8㎡,https://sz.zu.ke.com//zufang/SZ2125494229802156032.html,竹园小区,4室1厅1卫,南,1860 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",竹子林,福田区
32㎡,https://sz.zu.ke.com//zufang/SZ2481944469839020032.html,宝树台,1室0厅1卫,西,5500 元/月,null,整租,"官方核验,近地铁",华强北,福田区
32㎡,https://sz.zu.ke.com//zufang/SZ2528750502439550976.html,宝树台,1室0厅1卫,南,4800 元/月,null,整租,"官方核验,近地铁,精装,随时看房",华强北,福田区
32㎡,https://sz.zu.ke.com//zufang/SZ2544211595530346496.html,宝树台,1室1厅1卫,东,5000 元/月,null,整租,"官方核验,近地铁,精装",华强北,福田区
27㎡,https://sz.zu.ke.com//zufang/SZ2413750220828442624.html,深房传麒景苑,1室0厅1卫,北,5300 元/月,null,整租,"官方核验,近地铁,随时看房",香梅北,福田区
32㎡,https://sz.zu.ke.com//zufang/SZ2534093515802017792.html,宝树台,1室0厅1卫,西,4900 元/月,null,整租,"官方核验,近地铁,精装,随时看房",华强北,福田区
11㎡,https://sz.zu.ke.com//zufang/SZ2304749684444635136.html,竹园小区,3室1厅1卫,南,2230 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",竹子林,福田区
32㎡,https://sz.zu.ke.com//zufang/SZ2488380002564325376.html,宝树台,1室0厅1卫,南,5000 元/月,null,整租,"官方核验,近地铁,精装,随时看房",华强北,福田区
11㎡,https://sz.zu.ke.com//zufang/SZ2554431716324818944.html,祥云天都世纪大厦,4室1厅1卫,南,2490 元/月,null,合租,"新上,公寓,近地铁,精装,独立阳台,押一付一,随时看房",新洲,福田区
32㎡,https://sz.zu.ke.com//zufang/SZ2547067548772605952.html,宝树台,1室0厅1卫,东,5200 元/月,null,整租,"官方核验,近地铁,精装",华强北,福田区
41㎡,https://sz.zu.ke.com//zufang/SZ2482655366098731008.html,五洲星苑,1室0厅1卫,南,5700 元/月,null,整租,"官方核验,近地铁,精装",景田,福田区
47㎡,https://sz.zu.ke.com//zufang/SZ2486844127183118336.html,金中环国际商务大厦,1室1厅1卫,南,5000 元/月,null,整租,"官方核验,近地铁",福田中心,福田区
60㎡,https://sz.zu.ke.com//zufang/SZ2488351207400685568.html,趣园,1室0厅1卫,北,6500 元/月,null,整租,"官方核验,近地铁,精装,随时看房",车公庙,福田区
41㎡,https://sz.zu.ke.com//zufang/SZ2472392735437627392.html,五洲星苑,1室0厅1卫,南,6500 元/月,null,整租,"官方核验,近地铁",景田,福田区
68㎡,https://sz.zu.ke.com//zufang/SZ2493432189295788032.html,鹏益花园,2室1厅1卫,西南,5000 元/月,null,整租,"官方核验,近地铁,精装,随时看房",八卦岭,福田区
41㎡,https://sz.zu.ke.com//zufang/SZ2496357315259662336.html,彩天名苑,1室0厅1卫,北,5400 元/月,null,整租,"官方核验,近地铁,精装,随时看房",福田中心,福田区
10㎡,https://sz.zu.ke.com//zufang/SZ2554427815478951936.html,祥云天都世纪大厦,3室1厅1卫,南,2530 元/月,null,合租,"新上,公寓,近地铁,精装,押一付一,随时看房",新洲,福田区
49㎡,https://sz.zu.ke.com//zufang/SZ2497066903181467648.html,加福广场华尔登府邸,1室0厅1卫,南,4700 元/月,null,整租,"官方核验,近地铁,精装",福田保税区,福田区
8㎡,https://sz.zu.ke.com//zufang/SZ2554321734501408768.html,嘉葆润金座,3室1厅2卫,北,2690 元/月,null,合租,"新上,公寓,精装,押一付一,随时看房",新洲,福田区
43㎡,https://sz.zu.ke.com//zufang/SZ2525834675021422592.html,五洲星苑,1室1厅1卫,东,5200 元/月,null,整租,"官方核验,随时看房",景田,福田区
11㎡,https://sz.zu.ke.com//zufang/SZ2555190548092682240.html,雅福居,4室1厅1卫,南,2890 元/月,null,合租,"新上,公寓,近地铁,精装,独立阳台,押一付一,随时看房",竹子林,福田区
33㎡,https://sz.zu.ke.com//zufang/SZ2525357415638245376.html,阁林网苑,1室0厅1卫,南,4800 元/月,null,整租,"官方核验,近地铁",华强北,福田区
8㎡,https://sz.zu.ke.com//zufang/SZ2555206218129866752.html,玮鹏花园,3室1厅1卫,南,2430 元/月,null,合租,"新上,公寓,近地铁,精装,押一付一,随时看房",华强北,福田区
11㎡,https://sz.zu.ke.com//zufang/SZ2555177863292649472.html,园岭新村,4室1厅1卫,南,2390 元/月,null,合租,"新上,公寓,近地铁,精装,独立阳台,押一付一,随时看房",园岭,福田区
8㎡,https://sz.zu.ke.com//zufang/SZ2555885045420130304.html,先科花园,4室1厅1卫,南,2390 元/月,null,合租,"新上,公寓,近地铁,精装,独立阳台,押一付一,随时看房",梅林,福田区
41㎡,https://sz.zu.ke.com//zufang/SZ2496357315259662336.html,彩天名苑,1室0厅1卫,北,5400 元/月,null,整租,"官方核验,近地铁,精装,随时看房",福田中心,福田区
19㎡,https://sz.zu.ke.com//zufang/SZ2552367220202684416.html,华茂欣园,4室1厅2卫,南,2790 元/月,null,合租,"新上,公寓,月租,近地铁,精装,押一付一,随时看房",景田,福田区
41㎡,https://sz.zu.ke.com//zufang/SZ2472392735437627392.html,五洲星苑,1室0厅1卫,南,6500 元/月,null,整租,"官方核验,近地铁",景田,福田区
14㎡,https://sz.zu.ke.com//zufang/SZ2403797803500306432.html,怡枫园,5室1厅3卫,南,3430 元/月,null,合租,"公寓,独立卫生间,近地铁,精装,押一付一,随时看房",景田,福田区
49㎡,https://sz.zu.ke.com//zufang/SZ2497066903181467648.html,加福广场华尔登府邸,1室0厅1卫,南,4700 元/月,null,整租,"官方核验,近地铁,精装",福田保税区,福田区
9㎡,https://sz.zu.ke.com//zufang/SZ2254997913023283200.html,碧海红树园,4室1厅2卫,北,2490 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",上下沙,福田区
44㎡,https://sz.zu.ke.com//zufang/SZ2462137657426182144.html,星河世纪,1室0厅1卫,东,6200 元/月,null,整租,"官方核验,近地铁",福田中心,福田区
41㎡,https://sz.zu.ke.com//zufang/SZ2533121294472855552.html,五洲星苑,1室1厅1卫,南,5500 元/月,null,整租,官方核验,景田,福田区
38㎡,https://sz.zu.ke.com//zufang/SZ2536742756941316096.html,御锦公馆,1室1厅1卫,北,6500 元/月,null,整租,"官方核验,近地铁,精装",梅林,福田区
35㎡,https://sz.zu.ke.com//zufang/SZ2536847002969849856.html,泰康轩,1室0厅1卫,西,5500 元/月,null,整租,"官方核验,业主自荐,近地铁,精装,随时看房",车公庙,福田区
43㎡,https://sz.zu.ke.com//zufang/SZ2525834675021422592.html,五洲星苑,1室1厅1卫,东,5200 元/月,null,整租,"官方核验,随时看房",景田,福田区
13㎡,https://sz.zu.ke.com//zufang/SZ2195354494060208128.html,润丰园,4室1厅2卫,南,3490 元/月,null,合租,"公寓,独立卫生间,近地铁,精装,押一付一,随时看房",景田,福田区
33㎡,https://sz.zu.ke.com//zufang/SZ2525357415638245376.html,阁林网苑,1室0厅1卫,南,4800 元/月,null,整租,"官方核验,近地铁",华强北,福田区
9㎡,https://sz.zu.ke.com//zufang/SZ2246290523012997120.html,金地名津,4室1厅2卫,东,2990 元/月,null,合租,"公寓,独立卫生间,近地铁,精装,押一付一,随时看房",皇岗,福田区
46㎡,https://sz.zu.ke.com//zufang/SZ2526147578698416128.html,金中环国际商务大厦,1室0厅0卫,南,5000 元/月,null,整租,"官方核验,近地铁",福田中心,福田区
44㎡,https://sz.zu.ke.com//zufang/SZ2514552428905635840.html,国城花园,2室0厅1卫,南,6300 元/月,null,整租,"官方核验,精装",百花,福田区
47㎡,https://sz.zu.ke.com//zufang/SZ2546470520921538560.html,赛格公寓,1室0厅1卫,东南,4800 元/月,null,整租,"官方核验,近地铁,精装",华强北,福田区
47㎡,https://sz.zu.ke.com//zufang/SZ2550592746990092288.html,越海家园,1室1厅1卫,北,6000 元/月,null,整租,"官方核验,近地铁",竹子林,福田区
45㎡,https://sz.zu.ke.com//zufang/SZ2551340791679696896.html,城市主场,1室0厅1卫,西南,5300 元/月,null,整租,"官方核验,精装,随时看房",八卦岭,福田区
